Gene A	Gene B	Score	Category
P53840	P25559		SL
P53840	P14737		SL
P53840	Q06667		SL
P53840	Q04431		SL
P53840	P27895		SL
P53840	P40013		SL
P53840	P40013		SL
P53840	P32641		SL
P53840	P32641		SL
P53840	P53068		SL
P53840	P41695		SL
P53840	P38877		SL
P53840	P38877		SL
P53840	P12954		SL
P53840	P47110		SL
P53840	P26793		SL
P53840	P13099		SL
P53840	P13099		SL
P53840	Q02574		SL
P53840	Q02574		SL
P53840	P49956		SL
P53840	Q01649		SL
P53840	P26449		SL
P53840	Q08490		SL
P53840	Q08561		SL
P53840	P48581		SL
P53840	Q08949		SL
P53840	Q08949		SL
P53840	Q01454		SL
P53840	P17119		SL
P53840	P17119		SL
P32462	P40030		SL
P32462	P25087		SL
P32074	P32803		SL
P32074	P54837		SL
P53829	P43593		SL
P53829	P23638		SL
P53829	P40318		SL
P24867	P39960		SL
P24867	P39960		SL
P24867	Q01389		SL
P24867	P19073		SL
P48566	P35182		SL
P48566	Q12317		SL
P48566	Q12317		SL
P48563	P38116		SL
P48562	P34216		SL
P48562	P34216		SL
P48562	P34226		SL
P48562	P34226		SL
P48562	P0CX41		SL
P48562	P29465		SL
P48562	P29465		SL
P48562	P0CX82		SL
P48562	P0CX82		SL
P48562	P38255		SL
P48562	P38255		SL
P48562	P38123		SL
P48562	P38123		SL
P48562	P29366		SL
P48562	P29366		SL
P48562	P29366		SL
P48562	P29366		SL
P48562	P25559		SL
P48562	P25559		SL
P48562	P0CX84		SL
P48562	P0CX84		SL
P48562	Q07657		SL
P48562	Q07657		SL
P48562	P39010		SL
P48562	O94742		SL
P48562	O94742		SL
P48562	Q02647		SL
P48562	Q12263		SL
P48562	P25302		SL
P48562	P25302		SL
P48562	P40091		SL
P48562	P39960		SL
P48562	P39960		SL
P48562	P34756		SL
P48562	P34756		SL
P48562	P25340		SL
P48562	P04449		SL
P48562	P04449		SL
P48562	P53165		SL
P48562	P53165		SL
P48562	P53125		SL
P48562	P53125		SL
P48562	P32863		SL
P48562	P53088		SL
P48562	P53088		SL
P48562	P23638		SL
P48562	P23638		SL
P48562	P42935		SL
P48562	P42935		SL
P48562	P32566		SL
P48562	P32566		SL
P48562	Q03497		SL
P48562	Q03497		SL
P48562	Q03497		SL
P48562	Q03497		SL
P48562	Q03497		SL
P48562	Q00772		SL
P48562	Q00772		SL
P48562	P16603		SL
P48562	P38820		SL
P48562	P38820		SL
P48562	P38823		SL
P48562	P38823		SL
P48562	P38843		SL
P48562	P38843		SL
P48562	P17123		SL
P48562	P17123		SL
P48562	P38877		SL
P48562	P38877		SL
P48562	P38886		SL
P48562	P38886		SL
P48562	P40554		SL
P48562	P38626		SL
P48562	P40480		SL
P48562	P40480		SL
P48562	P40454		SL
P48562	P40578		SL
P48562	P40578		SL
P48562	P47050		SL
P48562	Q01389		SL
P48562	Q01389		SL
P48562	P40955		SL
P48562	P40955		SL
P48562	P32447		SL
P48562	P32447		SL
P48562	Q3E754		SL
P48562	Q3E754		SL
P48562	P33417		SL
P48562	P05740		SL
P48562	P0C0V8		SL
P48562	P23201		SL
P48562	P23201		SL
P48562	Q12107		SL
P48562	Q12107		SL
P48562	P19073		SL
P48562	P41697		SL
P48562	P41697		SL
P48562	Q12114		SL
P48562	Q12114		SL
P48562	Q06708		SL
P48562	Q06708		SL
P48562	Q04493		SL
P48562	Q04493		SL
P48562	P06838		SL
P48562	P49956		SL
P48562	P49956		SL
P48562	P20437		SL
P48562	P20437		SL
P48562	P50102		SL
P48562	P50102		SL
P48562	P38429		SL
P48562	P38429		SL
P48562	Q04868		SL
P48562	Q04868		SL
P48562	P41813		SL
P48562	P53924		SL
P48562	P53924		SL
P48562	P53923		SL
P48562	P53923		SL
P48562	P53900		SL
P48562	P53900		SL
P48562	P40161		SL
P48562	P23202		SL
P48562	P23202		SL
P48562	P41832		SL
P48562	P41832		SL
P48562	Q08581		SL
P48562	Q08581		SL
P48562	Q12033		SL
P48562	Q12033		SL
P48562	Q03067		SL
P48562	Q03067		SL
P48562	P39011		SL
P48562	P39011		SL
P48562	P33420		SL
P48562	P33420		SL
P48562	P20438		SL
P48562	P20438		SL
P48562	Q01454		SL
P48562	Q01454		SL
P48561	P53632		SL
P48559	P38297		SL
P48559	Q06324		SL
P48559	P19524		SL
P48559	P19524		SL
P42845	P33306		SL
P26754	P26755		SL
P26754	P32829		SL
P17260	P39719		SL
P17260	P38116		SL
P17260	P38138		SL
P17260	P17121		SL
P17260	P40030		SL
P17260	P43615		SL
P17260	P53008		SL
P17260	P53154		SL
P17260	P13517		SL
P17260	P41544		SL
P17260	P39005		SL
P17260	P46985		SL
P17260	P28495		SL
P17260	P32353		SL
P17260	Q06324		SL
P17260	P32352		SL
P17260	P53950		SL
P17260	P13134		SL
P32561	P31376		SL
P32561	P07866		SL
P32561	P07866		SL
P32561	P38211		SL
P32561	P35177		SL
P32561	P14922		SL
P32561	P38326		SL
P32561	P25345		SL
P32561	Q99380		SL
P32561	P32494		SL
P32561	P04803		SL
P32561	Q05471		SL
P32561	Q03388		SL
P32561	P40056		SL
P32561	P53201		SL
P32561	P53236		SL
P32561	Q03330		SL
P32561	P38714		SL
P32561	P47065		SL
P32561	P00445		SL
P32561	P25039		SL
P32561	Q12509		SL
P32561	P09959		SL
P32561	Q06488		SL
P32561	P11325		SL
P32561	Q03433		SL
P32561	Q04712		SL
P32561	Q04705		SL
P32561	Q04636		SL
P32561	Q03104		SL
P32561	P14908		SL
P32561	P28239		SL
P32561	P25491		SL
P32561	P53930		SL
P32561	P17555		SL
P32561	Q01080		SL
P32561	P48562		SL
P32561	P53732		SL
P32561	Q12692		SL
P32561	P50875		SL
P32561	Q08622		SL
P32561	P48526		SL
P32561	Q02796		SL
P32561	P48527		SL
P32561	Q12060		SL
P32561	Q12514		SL
P00890	P08679		SL
P00890	P08679		SL
P00890	P08679		SL
P00890	P08679		SL
P00890	P43635		SL
P40342	P36084		SL
P40345	P05374		SL
P33308	Q05471		SL
P33308	P06104		SL
P33308	P38877		SL
P33308	P20433		SL
P33308	P49956		SL
Q00955	P17629		SL
P53629	P40318		SL
P53629	Q06541		SL
P53629	Q02159		SL
P53629	P40345		SL
P53629	Q08650		SL
P53722	P40961		SL
P53722	P50085		SL
P53725	Q12149		SL
P11655	P38810		SL
P53599	P23561		SL
P53731	P26448		SL
P53734	Q08932		SL
P32323	P25653		SL
P32323	P32781		SL
P32323	P20840		SL
P53740	P42838		SL
P53740	P42838		SL
P53604	P30619		SL
P53604	P33332		SL
P53604	P07560		SL
P53604	P40357		SL
P53604	P32844		SL
P53604	P17065		SL
P53604	P32855		SL
P53741	P38810		SL
P39008	P36775		SL
P39008	P18480		SL
P39008	P25343		SL
P39008	P25644		SL
P39008	P25655		SL
P39008	P25655		SL
P39008	P12945		SL
P39008	P39009		SL
P39008	P06100		SL
P39008	P35197		SL
P39008	Q12167		SL
P39008	P09457		SL
P39008	P32609		SL
P39008	Q06337		SL
P39008	P33301		SL
P39008	Q06406		SL
P39008	P39743		SL
P39008	P39904		SL
P39008	P40002		SL
P39008	P34909		SL
P39008	P34909		SL
P39008	P25302		SL
P39008	P06104		SL
P39008	P46677		SL
P39008	P07347		SL
P39008	P34162		SL
P39008	P38699		SL
P39008	P40567		SL
P39008	P47061		SL
P39008	P47017		SL
P39008	P47006		SL
P39008	P39531		SL
P39008	P47123		SL
P39008	Q03957		SL
P39008	P36041		SL
P39008	P32368		SL
P39008	P38634		SL
P39008	Q06164		SL
P39008	P51862		SL
P39008	P20795		SL
P39008	Q06696		SL
P39008	P11972		SL
P39008	P54785		SL
P39008	Q04272		SL
P39008	Q01649		SL
P39008	P32352		SL
P39008	P32829		SL
P39008	P39013		SL
P39008	P48232		SL
P39008	P53905		SL
P39008	P12753		SL
P39008	P48563		SL
P39008	P32561		SL
P39008	P22579		SL
P39008	Q12483		SL
P39008	P05626		SL
P39008	P48582		SL
P39008	P48527		SL
P39008	Q12514		SL
P39008	Q12514		SL
P39008	P17119		SL
P20052	P25298		SL
P22579	P31376		SL
P22579	P07866		SL
P22579	P35177		SL
P22579	P38326		SL
P22579	P12945		SL
P22579	Q99380		SL
P22579	P32599		SL
P22579	P32494		SL
P22579	P15424		SL
P22579	Q05471		SL
P22579	Q03388		SL
P22579	P40013		SL
P22579	P40056		SL
P22579	P53192		SL
P22579	P53201		SL
P22579	P53230		SL
P22579	P53236		SL
P22579	P53299		SL
P22579	Q03330		SL
P22579	P47142		SL
P22579	Q12509		SL
P22579	P09959		SL
P22579	P37370		SL
P22579	Q06488		SL
P22579	Q05933		SL
P22579	P35817		SL
P22579	Q06696		SL
P22579	Q04712		SL
P22579	Q03104		SL
P22579	P32567		SL
P22579	P39112		SL
P22579	P53930		SL
P22579	P48562		SL
P22579	Q12692		SL
P22579	P50875		SL
P22579	P39683		SL
P22579	Q12483		SL
P22579	Q12060		SL
P04786	P25644		SL
P04786	P17629		SL
P04786	P38632		SL
P04786	P47006		SL
P04786	P28778		SL
P04786	P13099		SL
P04786	P33441		SL
P04786	P35187		SL
P04786	P35187		SL
P04786	P32829		SL
P04786	Q04740		SL
P04786	P53942		SL
P04786	P06786		SL
P04786	P06786		SL
P04786	P12753		SL
P04786	P53741		SL
P04786	P53632		SL
P04786	Q12398		SL
P04786	P39875		SL
P04786	Q02685		SL
Q92328	P40961		SL
Q92328	P50085		SL
Q12692	P31385		SL
Q12692	P38255		SL
Q12692	P38123		SL
Q12692	P38144		SL
Q12692	Q07457		SL
Q12692	Q07457		SL
Q12692	Q07457		SL
Q12692	P46674		SL
Q12692	P39001		SL
Q12692	Q05471		SL
Q12692	Q03323		SL
Q12692	P39995		SL
Q12692	P85052		SL
Q12692	Q01477		SL
Q12692	P53192		SL
Q12692	P06104		SL
Q12692	P06104		SL
Q12692	P32558		SL
Q12692	P53064		SL
Q12692	P48363		SL
Q12692	P07347		SL
Q12692	P40532		SL
Q12692	P40565		SL
Q12692	P40567		SL
Q12692	P46995		SL
Q12692	P36088		SL
Q12692	P43132		SL
Q12692	P38915		SL
Q12692	Q06697		SL
Q12692	Q06697		SL
Q12692	P09734		SL
Q12692	P38429		SL
Q12692	P50947		SL
Q12692	P53911		SL
Q12692	P53900		SL
Q12692	Q08231		SL
Q12692	P38439		SL
Q12692	Q02796		SL
Q12692	Q02796		SL
Q12692	Q02796		SL
Q12692	Q03012		SL
Q12692	Q08920		SL
Q12692	Q08923		SL
Q12692	Q08963		SL
Q08144	P16140		SL
Q08144	P23291		SL
Q08144	P23292		SL
Q08162	Q12149		SL
Q08199	P16474		SL
Q08199	P36016		SL
Q08199	P14906		SL
Q08204	P38632		SL
Q01855	P25627		SL
Q01855	P32495		SL
Q01855	P53251		SL
Q01855	Q04305		SL
Q08208	P40991		SL
Q08214	P28519		SL
Q08214	P06777		SL
P19659	P36100		SL
P19659	P50875		SL
P19659	P22082		SL
P19659	P09547		SL
P21182	P25621		SL
P22768	P04817		SL
P22768	P19145		SL
Q12265	P38689		SL
Q12265	P32895		SL
P53685	P32833		SL
P33895	P40014		SL
P33895	P32504		SL
P33895	Q04477		SL
Q08231	Q12159		SL
Q08231	Q99257		SL
Q08232	P25604		SL
Q08232	P47142		SL
Q08232	P69771		SL
P19158	Q03957		SL
P25847	P40537		SL
Q08245	P17121		SL
P41912	Q06551		SL
Q12317	P35182		SL
P53632	P32479		SL
P53632	P22219		SL
P53632	P02994		SL
P53632	P38326		SL
P53632	P25651		SL
P53632	Q03435		SL
P53632	P32599		SL
P53632	Q05471		SL
P53632	Q06337		SL
P53632	Q01560		SL
P53632	P32617		SL
P53632	P25302		SL
P53632	P53236		SL
P53632	Q03330		SL
P53632	P38801		SL
P53632	P38806		SL
P53632	P32447		SL
P53632	P46985		SL
P53632	P47142		SL
P53632	P36161		SL
P53632	Q12509		SL
P53632	P09959		SL
P53632	P37370		SL
P53632	Q06488		SL
P53632	Q05933		SL
P53632	P51862		SL
P53632	Q06696		SL
P53632	Q06410		SL
P53632	Q03104		SL
P53632	P39013		SL
P53632	P53930		SL
P53632	P53930		SL
P53632	Q01722		SL
P53632	P53865		SL
P53632	P33338		SL
P53632	P48561		SL
P53632	P48561		SL
P53632	P48561		SL
P53632	P48561		SL
P53632	P48561		SL
P53632	P04786		SL
P53632	Q12692		SL
P53632	Q12692		SL
P53632	Q12149		SL
P53632	P26449		SL
P53632	Q12386		SL
P53632	Q12483		SL
P53632	P22216		SL
P53632	Q06091		SL
P0CX49	P0CX50		SL
P07280	P07281		SL
Q99383	P25299		SL
Q99383	P25298		SL
P07260	P22147		SL
P07260	P09938		SL
P07260	P06634		SL
P07260	P06634		SL
P18544	P04817		SL
P18544	P19145		SL
Q08287	P53734		SL
Q12462	Q02969		SL
P50875	P18480		SL
P50875	P32585		SL
P50875	P19263		SL
P50875	P09547		SL
Q12517	P31384		SL
Q12517	Q02793		SL
Q12517	P39008		SL
Q12517	Q08162		SL
Q12517	Q08491		SL
Q12517	P17883		SL
Q12149	Q07478		SL
Q12149	Q01560		SL
Q12149	P53063		SL
Q12149	P40532		SL
Q12149	Q12514		SL
Q12001	P31382		SL
Q12001	P13433		SL
Q12001	Q92316		SL
Q12001	P48439		SL
P54867	P32597		SL
P54867	P37297		SL
P54867	P36027		SL
P54867	P36027		SL
P38903	P38823		SL
P38903	P53924		SL
P38903	P50875		SL
P53687	P15873		SL
P53687	P38111		SL
P53687	P25588		SL
P53687	Q12158		SL
P53687	P39009		SL
P53687	P53688		SL
P53687	Q06337		SL
P53687	P33301		SL
P53687	P12954		SL
P53687	P26793		SL
P53687	P26793		SL
P53687	P38634		SL
P53687	Q08032		SL
P53687	Q12098		SL
P53687	P06778		SL
P53687	Q04964		SL
P53687	Q01649		SL
P53687	P32829		SL
P53687	P12753		SL
P53687	P21951		SL
P53687	P53840		SL
P53687	P53840		SL
P53687	Q08496		SL
P26449	P32479		SL
P26449	P29366		SL
P26449	P38326		SL
P26449	P11709		SL
P26449	P25588		SL
P26449	P20604		SL
P26449	P52891		SL
P26449	P24870		SL
P26449	P35197		SL
P26449	Q12494		SL
P26449	P32571		SL
P26449	Q03944		SL
P26449	P38907		SL
P26449	Q06675		SL
P26449	Q05471		SL
P26449	O94742		SL
P26449	Q06406		SL
P26449	Q03388		SL
P26449	P40005		SL
P26449	P32611		SL
P26449	P27895		SL
P26449	P39937		SL
P26449	P40013		SL
P26449	P53197		SL
P26449	P12904		SL
P26449	P22147		SL
P26449	P53086		SL
P26449	P53064		SL
P26449	P48363		SL
P26449	P24868		SL
P26449	P38696		SL
P26449	P38877		SL
P26449	P47017		SL
P26449	P35208		SL
P26449	P46988		SL
P26449	P17106		SL
P26449	P47167		SL
P26449	Q07821		SL
P26449	P39929		SL
P26449	P38634		SL
P26449	Q12509		SL
P26449	P52553		SL
P26449	Q05881		SL
P26449	Q06159		SL
P26449	Q12748		SL
P26449	Q06685		SL
P26449	Q06440		SL
P26449	P26570		SL
P26449	Q03433		SL
P26449	Q04659		SL
P26449	P49956		SL
P26449	P35209		SL
P26449	Q01649		SL
P26449	P28239		SL
P26449	P25491		SL
P26449	P53938		SL
P26449	P53930		SL
P26449	P53900		SL
P26449	P32259		SL
P26449	P36528		SL
P26449	P41832		SL
P26449	P53840		SL
P26449	P48565		SL
P26449	P20052		SL
P26449	P04786		SL
P26449	Q92328		SL
P26449	Q08110		SL
P26449	Q12411		SL
P26449	P53632		SL
P26449	Q12149		SL
P26449	Q12001		SL
P26449	Q3E7B9		SL
P26449	P50275		SL
P26449	Q08496		SL
P26449	Q12386		SL
P26449	P40987		SL
P26449	Q02733		SL
P26449	Q02732		SL
P26449	P17157		SL
P26449	P39073		SL
P26449	Q02796		SL
P26449	P38991		SL
P26449	P46670		SL
P26449	Q12045		SL
P26449	P21306		SL
P26449	Q12262		SL
P26449	P30283		SL
P26449	Q01454		SL
P26449	P17119		SL
P15705	P54199		SL
P15705	P40557		SL
P15705	Q00578		SL
P15705	P47103		SL
P15705	P28707		SL
P15705	Q06078		SL
P15705	P15108		SL
P15705	P15108		SL
P15705	P25491		SL
P15705	P25491		SL
P39875	P26793		SL
P39875	P32849		SL
P32854	Q04491		SL
P32854	Q12241		SL
P32480	Q06406		SL
P32480	P32617		SL
P32480	P32914		SL
P32480	P47017		SL
P32480	Q05949		SL
P32480	P35817		SL
P32480	P53905		SL
P33448	P23644		SL
P20449	P31376		SL
P20449	P31384		SL
P20449	P39705		SL
P20449	P35206		SL
P20449	P38237		SL
P20449	P38088		SL
P20449	P38279		SL
P20449	P38338		SL
P20449	P25644		SL
P20449	P20604		SL
P20449	P52891		SL
P20449	P0CX84		SL
P20449	Q12315		SL
P20449	Q03920		SL
P20449	P46674		SL
P20449	Q12163		SL
P20449	P49686		SL
P20449	P49686		SL
P20449	P42073		SL
P20449	P04911		SL
P20449	P24276		SL
P20449	Q06667		SL
P20449	Q05471		SL
P20449	Q06406		SL
P20449	Q03388		SL
P20449	P40092		SL
P20449	Q01477		SL
P20449	P39960		SL
P20449	P40096		SL
P20449	P40096		SL
P20449	P31115		SL
P20449	P07273		SL
P20449	P06104		SL
P20449	P49687		SL
P20449	P22147		SL
P20449	P32914		SL
P20449	P53251		SL
P20449	P42935		SL
P20449	Q3E705		SL
P20449	P18888		SL
P20449	P10080		SL
P20449	P34162		SL
P20449	P38801		SL
P20449	P40554		SL
P20449	P40532		SL
P20449	P40525		SL
P20449	P40477		SL
P20449	P46962		SL
P20449	P47043		SL
P20449	P32447		SL
P20449	P47017		SL
P20449	P47006		SL
P20449	P38970		SL
P20449	P46995		SL
P20449	P04650		SL
P20449	P46673		SL
P20449	P35691		SL
P20449	Q03957		SL
P20449	Q02205		SL
P20449	P14741		SL
P20449	P36161		SL
P20449	P22035		SL
P20449	Q07794		SL
P20449	Q07963		SL
P20449	Q12509		SL
P20449	P09959		SL
P20449	Q05949		SL
P20449	P33441		SL
P20449	P52593		SL
P20449	P54786		SL
P20449	P35192		SL
P20449	Q01649		SL
P20449	P11745		SL
P20449	P50111		SL
P20449	P53973		SL
P20449	P25491		SL
P20449	P53930		SL
P20449	P53905		SL
P20449	P07281		SL
P20449	P33760		SL
P20449	P33308		SL
P20449	Q12692		SL
P20449	Q08231		SL
P20449	Q12039		SL
P20449	P39875		SL
P20449	P38439		SL
P20449	Q08559		SL
P20449	Q08561		SL
P20449	P17157		SL
P20449	Q03063		SL
P20449	P32589		SL
P20449	Q12049		SL
P20449	P17119		SL
Q02792	P53063		SL
Q02792	P32333		SL
Q08446	Q12018		SL
Q08446	P53043		SL
Q08446	P15108		SL
P50275	P11709		SL
P50275	P25651		SL
P50275	Q03898		SL
P50275	Q03898		SL
P50275	Q00402		SL
P50275	Q02647		SL
P50275	P40960		SL
P50275	P27895		SL
P50275	P40013		SL
P50275	P40013		SL
P50275	P39960		SL
P50275	P48363		SL
P50275	P38696		SL
P50275	P32801		SL
P50275	P36022		SL
P50275	Q07887		SL
P50275	Q06568		SL
P50275	Q06708		SL
P50275	P36224		SL
P50275	Q04949		SL
P50275	P53900		SL
P50275	P41832		SL
P50275	P41832		SL
P50275	P39946		SL
P50275	P33420		SL
P50275	P24869		SL
P50275	P17119		SL
Q08457	P22216		SL
P14126	P53734		SL
P40351	P13433		SL
P40351	Q92316		SL
P40351	P48439		SL
Q08484	P16140		SL
Q08484	P16140		SL
Q08484	P38116		SL
Q08484	P38116		SL
Q08484	P40056		SL
Q08484	P40056		SL
Q08484	P53195		SL
Q08484	P53195		SL
Q08484	P38736		SL
Q08484	P38736		SL
Q08484	P41544		SL
Q08484	P41544		SL
Q08484	P47103		SL
Q08484	P47103		SL
Q08484	P17106		SL
Q08484	P17106		SL
Q08484	P40395		SL
Q08484	P40395		SL
Q08484	Q99260		SL
Q08484	Q99260		SL
Q08484	Q04632		SL
Q08484	Q04632		SL
Q08484	P53959		SL
Q08484	P53959		SL
Q08484	P53951		SL
Q08484	P53951		SL
Q08484	Q02804		SL
Q08484	Q02804		SL
Q08484	P41807		SL
Q08484	P41807		SL
Q08490	P30283		SL
Q08491	P22147		SL
Q08491	P53550		SL
Q08491	Q12517		SL
Q08496	P07866		SL
Q08496	P38075		SL
Q08496	P38257		SL
Q08496	P38111		SL
Q08496	P38111		SL
Q08496	Q01448		SL
Q08496	P27344		SL
Q08496	P27344		SL
Q08496	P25554		SL
Q08496	P25588		SL
Q08496	P25588		SL
Q08496	P32828		SL
Q08496	Q12223		SL
Q08496	P39009		SL
Q08496	P25694		SL
Q08496	P40316		SL
Q08496	P53688		SL
Q08496	P14737		SL
Q08496	P38907		SL
Q08496	P32609		SL
Q08496	Q05471		SL
Q08496	Q06337		SL
Q08496	P33301		SL
Q08496	Q12159		SL
Q08496	Q04149		SL
Q08496	P17121		SL
Q08496	Q04121		SL
Q08496	P40012		SL
Q08496	P40056		SL
Q08496	P25302		SL
Q08496	Q01477		SL
Q08496	P16387		SL
Q08496	P31115		SL
Q08496	P43593		SL
Q08496	P43609		SL
Q08496	P43612		SL
Q08496	P53197		SL
Q08496	P43639		SL
Q08496	P53192		SL
Q08496	P53192		SL
Q08496	P06104		SL
Q08496	P40957		SL
Q08496	P26309		SL
Q08496	P46946		SL
Q08496	P53064		SL
Q08496	P49723		SL
Q08496	P38766		SL
Q08496	P38766		SL
Q08496	P38850		SL
Q08496	P38880		SL
Q08496	P32597		SL
Q08496	P40464		SL
Q08496	P47050		SL
Q08496	P47050		SL
Q08496	P12954		SL
Q08496	P47110		SL
Q08496	P47155		SL
Q08496	P26793		SL
Q08496	Q02206		SL
Q08496	Q12098		SL
Q08496	P27801		SL
Q08496	P06778		SL
Q08496	Q04964		SL
Q08496	Q04964		SL
Q08496	P40202		SL
Q08496	Q04772		SL
Q08496	P35187		SL
Q08496	P32829		SL
Q08496	P32829		SL
Q08496	P12868		SL
Q08496	P47821		SL
Q08496	P25491		SL
Q08496	P48232		SL
Q08496	P53930		SL
Q08496	P12753		SL
Q08496	P48562		SL
Q08496	P21965		SL
Q08496	P39008		SL
Q08496	Q12692		SL
Q08496	P53687		SL
Q08496	P53687		SL
Q08496	P38930		SL
Q08496	Q12216		SL
Q08496	Q08747		SL
Q08496	Q02732		SL
Q08496	P22216		SL
P48439	Q03723		SL
P36017	P38959		SL
P36017	P32599		SL
P36017	P39743		SL
P36017	P23642		SL
P36017	P48563		SL
P26786	P48164		SL
P20676	P39705		SL
P20676	P39705		SL
P20676	P38181		SL
P20676	P38181		SL
P20676	Q12315		SL
P20676	P41920		SL
P20676	P14907		SL
P20676	P40368		SL
P20676	P40368		SL
P20676	P47113		SL
P20676	Q12445		SL
P20676	P26448		SL
P20676	P39685		SL
P20676	Q03790		SL
P20676	P11745		SL
P20676	Q02821		SL
P20676	Q02821		SL
P20676	P32336		SL
P01119	P01120		SL
Q12241	P32854		SL
Q12271	Q06336		SL
Q12271	P38817		SL
Q99394	P32893		SL
P04051	Q07532		SL
P07274	P33332		SL
P38439	P38326		SL
P38439	Q05471		SL
P38439	Q03388		SL
P38439	Q12509		SL
P38439	Q03433		SL
P38439	Q12692		SL
P39083	P08018		SL
Q12375	P04817		SL
Q12375	P19145		SL
P32324	P32324		SL
Q12050	P11433		SL
Q12050	P32602		SL
Q12050	P38251		SL
Q12050	P15873		SL
Q12050	P38257		SL
Q12050	P38127		SL
Q12050	P38333		SL
Q12050	P38336		SL
Q12050	P25588		SL
Q12050	Q12158		SL
Q12050	P32828		SL
Q12050	P19736		SL
Q12050	Q07381		SL
Q12050	Q07457		SL
Q12050	Q12368		SL
Q12050	P04050		SL
Q12050	P32495		SL
Q12050	P32797		SL
Q12050	P25301		SL
Q12050	P38953		SL
Q12050	P38960		SL
Q12050	P35178		SL
Q12050	P02293		SL
Q12050	P09950		SL
Q12050	P32916		SL
Q12050	Q05471		SL
Q12050	P33301		SL
Q12050	P33301		SL
Q12050	Q04149		SL
Q12050	Q04149		SL
Q12050	Q92317		SL
Q12050	Q03337		SL
Q12050	P38632		SL
Q12050	P40013		SL
Q12050	P40061		SL
Q12050	P25454		SL
Q12050	P40072		SL
Q12050	P40078		SL
Q12050	P40096		SL
Q12050	P32641		SL
Q12050	P32641		SL
Q12050	P15625		SL
Q12050	P43589		SL
Q12050	P43605		SL
Q12050	P43609		SL
Q12050	P25299		SL
Q12050	P32863		SL
Q12050	P53230		SL
Q12050	P48240		SL
Q12050	P53049		SL
Q12050	P11914		SL
Q12050	P40185		SL
Q12050	P04801		SL
Q12050	P47076		SL
Q12050	P47069		SL
Q12050	P40992		SL
Q12050	P20448		SL
Q12050	P12954		SL
Q12050	P12954		SL
Q12050	P47110		SL
Q12050	P47110		SL
Q12050	P47149		SL
Q12050	P36094		SL
Q12050	P26793		SL
Q12050	Q02206		SL
Q12050	P15938		SL
Q12050	Q07794		SL
Q12050	Q12369		SL
Q12050	P54790		SL
Q12050	Q07914		SL
Q12050	P46675		SL
Q12050	Q12186		SL
Q12050	P10507		SL
Q12050	P13099		SL
Q12050	Q02574		SL
Q12050	P06778		SL
Q12050	Q05123		SL
Q12050	Q04675		SL
Q12050	P35187		SL
Q12050	Q03660		SL
Q12050	P32829		SL
Q12050	P32829		SL
Q12050	Q03254		SL
Q12050	P40416		SL
Q12050	P41318		SL
Q12050	P53969		SL
Q12050	P40991		SL
Q12050	P53538		SL
Q12050	P12753		SL
Q12050	P12753		SL
Q12050	P21951		SL
Q12050	P53845		SL
Q12050	P53840		SL
Q12050	P32074		SL
Q12050	P38629		SL
Q12050	P41821		SL
Q12050	P53741		SL
Q12050	Q08444		SL
Q12050	Q02521		SL
Q12050	Q04174		SL
Q12050	P08518		SL
Q12050	Q12343		SL
Q12050	P06634		SL
Q12050	P38523		SL
Q12050	Q08649		SL
Q12050	Q08723		SL
Q12050	Q12024		SL
Q12050	P19524		SL
Q12050	P48581		SL
Q12050	P22516		SL
Q12050	Q02724		SL
Q12050	P33419		SL
Q12050	P22216		SL
Q12050	Q08949		SL
Q12050	Q12143		SL
Q12050	Q12464		SL
Q12050	Q01454		SL
Q12050	Q01454		SL
Q12050	Q01454		SL
Q12050	Q01454		SL
Q12050	Q01454		SL
Q12050	P17119		SL
Q12050	P14020		SL
Q12171	P18409		SL
Q12171	P53083		SL
Q12171	P41800		SL
Q12171	Q92328		SL
P08518	P20604		SL
P08518	P07273		SL
P08518	Q06543		SL
P08518	P20449		SL
P08518	Q08726		SL
Q12216	P38632		SL
Q12216	P38632		SL
Q12330	P40018		SL
Q12330	Q02260		SL
Q12330	P40567		SL
Q12330	P36084		SL
Q12330	P43321		SL
Q12330	Q06217		SL
Q12330	Q12052		SL
Q12330	Q08963		SL
Q12330	P54999		SL
Q99189	Q01560		SL
Q99189	P22147		SL
Q99189	Q03656		SL
Q12104	P39705		SL
Q12104	Q6WNK7		SL
Q12104	Q07478		SL
Q12104	Q07478		SL
Q12104	P17629		SL
Q12104	P46674		SL
Q12104	Q01560		SL
Q12104	O13539		SL
Q12104	O13539		SL
Q12104	P33441		SL
Q12104	P33441		SL
Q12104	Q03661		SL
Q12104	P53552		SL
Q12104	P53552		SL
Q12104	Q08231		SL
Q3E7X9	P0C0X0		SL
Q08548	P33333		SL
Q12446	P32381		SL
Q12446	P32381		SL
Q12446	Q00245		SL
Q12446	P47117		SL
Q12446	P36006		SL
Q12446	Q00246		SL
Q12446	Q04439		SL
P33330	P37292		SL
P33330	P16120		SL
P33330	P52892		SL
P33330	P43567		SL
P33330	P17423		SL
P33330	P37291		SL
Q08580	Q12462		SL
P32773	P06844		SL
P32773	P32774		SL
P32773	P32333		SL
Q08581	P07866		SL
Q08581	P07866		SL
Q08581	P28742		SL
Q08581	Q03944		SL
Q08581	Q06337		SL
Q08581	Q04087		SL
Q08581	P27895		SL
Q08581	P27895		SL
Q08581	P40013		SL
Q08581	P40013		SL
